,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,status_code,status_message
494,False,,,1000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,44745.0,tt1568323,en,Beatdown,"Brandon, a respected street fighter, is forced to flee the city after his brother is murdered and the money that was supposed to be paid back to a local gangster is stolen. While lying low at his father's house in a small Southern town, Brandon soon gets involved in the local underground cage-fighting circuit. With the help of Drake Colby, a former MMA champion, Brandon devises a scheme to bring a massive payday, if they are able to survive.",6.175,/6OfVPybktlixESHrHQ5ZdN68prO.jpg,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 4369, 'logo_path': '/9IOys9AslGUqSDk7SJhWkdEgTlX.png', 'name': 'Legacy Filmworks', 'origin_country': 'CA'}, {'id': 90435, 'logo_path': None, 'name': 'Americana Films', 'origin_country': ''}, {'id': 7788, 'logo_path': None, 'name': 'Gunny Entertainment', 'origin_country': ''}, {'id': 84091, 'logo_path': None, 'name': 'Jugular', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-08-31,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Beatdown,False,5.1,14.0,,
495,False,,,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",http://www.missnobodymovie.com/,51875.0,tt1129427,en,Miss Nobody,A mild-mannered secretary discovers that she has a talent for murder as she ascends the corporate ladder.,6.063,/mDrQ2rRdmlKAOeSUvSFZi0Rt5op.jpg,"[{'id': 7216, 'logo_path': None, 'name': 'Double Dutch Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-10,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Climbing the corporate ladder can be murder.,Miss Nobody,False,4.9,25.0,,
496,False,/cHiLrpbrmITxVEXkoNVd3GgBRqV.jpg,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,68212.0,tt1323917,en,The Terror Experiment,"When terrorist action releases a secret government virus in the Houston Federal building, the employees become aggressive and homicidal. Federal officials quarantine the building to wipe out the infected and control the story, but a small group of uninfected are fighting to get out.",5.0,/6p0Yox5Om8vVKxg61AI4Ar55C47.jpg,"[{'id': 26704, 'logo_path': None, 'name': 'Remember Dreaming Productions', 'origin_country': ''}, {'id': 10962, 'logo_path': None, 'name': 'Freefall Films', 'origin_country': ''}, {'id': 10963, 'logo_path': None, 'name': 'MKM', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-01-01,0.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Terror is Contagious,The Terror Experiment,False,4.2,16.0,,
497,False,/vnyNXC1IDnILdLVovh8RB8n3FS6.jpg,,7000000.0,"[{'id': 18, 'name': 'Drama'}]",http://www.kandagarfilm.ru/,34586.0,tt1272018,ru,Кандагар,A docudrama about the escape of Russian pilots after being taken hostage by the Taliban in 1996.,6.048,/u4sUgqAEElZo8j022M25Ovc9LxN.jpg,"[{'id': 18062, 'logo_path': None, 'name': 'Fawzi Vision', 'origin_country': ''}, {'id': 18063, 'logo_path': None, 'name': 'Magic Picture', 'origin_country': ''}, {'id': 18064, 'logo_path': None, 'name': 'Rekun - Cinema', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2010-02-04,15172408.0,103.0,"[{'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Kandahar,False,6.7,21.0,,
498,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}]",http://www.billburr.com/,46967.0,tt1717578,en,Bill Burr: Let It Go,"It’s always been a dream of mine to do a show at the Fillmore. The name itself is synonymous with legendary performances. Countless iconic musicians and comedians have been on that stage. To be a part of that history was something I’ll never forget. As much as I was trying to keep my head together before the show, I couldn’t help but feel like a tourist or just some random dude who won a contest. LET IT GO represents the culmination of material I developed on the road from 2008-2009. As always thanks to everyone who came out to my shows, laughed at the funny stuff and stared during the bombing. I hope you enjoy it. – Bill Burr",6.885,/9DKunkJiOxInOXZsk22bULt1428.jpg,"[{'id': 122903, 'logo_path': None, 'name': 'Art & Industry', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-09-18,0.0,65.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bill Burr: Let It Go,False,7.9,60.0,,
499,False,,,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",,32407.0,tt0374853,en,Malice in Wonderland,"A modern take on the classic fairytale, Alice in Wonderland, set in South East England.An American law student in London. Knocked down by a black cab, she wakes with amnesia in a world that's a million miles from home - Wonderland. We follow her adventures as she's dragged through an underworld filled with twisted individuals and the lowest low-lifers, by the enigmatic cab driver, Whitey. She needs to find out who she is, where she's from and use what wits she has left to get back home in one piece. As her journey progresses she discovers nothing is what it seems, realizes that fate and life are terminally entwined, and finds true love lurking in the unlikeliest place.",6.143,/rFbyN3bOtQEMgZzF30xE4570NKu.jpg,"[{'id': 5201, 'logo_path': None, 'name': 'Mark Williams Films', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-01-01,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Guns, Gangsters, Pimps & Prostitutes. Wonderland just got dirtier.",Malice in Wonderland,False,5.6,34.0,,
500,False,,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,35074.0,tt1545986,en,Dinoshark,"The film opens with a baby dinoshark swimming away from a broken chunk of Arctic glacier that calved due to global warming. Three years later, the dinoshark is a ferocious predatory adult and kills tourists and locals offshore from Puerto Vallarta, Mexico. The protagonist, Trace, is first to notice the Dinoshark and witnesses his friend get eaten, but has trouble convincing people that a creature of such antiquity is still alive and eating people.",6.066,/fqX1vTVWULoJmfb7RZ9i2t0mJXo.jpg,[],[],2010-01-01,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fear what's below the surface,Dinoshark,False,4.4,31.0,,
501,False,/sfylkzLokcfXgLUdbJgKw3QKyo1.jpg,"{'id': 122123, 'name': 'Three Heroes Collection', 'poster_path': None, 'backdrop_path': None}",3000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",http://3bogatirya.ru/,52939.0,tt1796657,ru,Три богатыря и Шамаханская царица,"A bogatyr is an epic warrior from ancient Kievan Rus. Most are directed in the traditional bylinas, traditional Russian epic poems, as being endowed with enormous strength and cunning, although often not completely immune to human weaknesses. Here, our three heroes gather together once more to rescue the ruler of the land from the attempts of an evil foreign queen. She plans to make him fall in love with her so her youth and beauty can be renewed, but in exchange will destroy his kingdom.",5.204,/sSQizNjb4DlMtMW0zdVojrpQq3j.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2010-12-29,19010585.0,73.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Three Heroes and the Shamakhan Queen,False,6.0,43.0,,
502,False,/8pa3y1ygj8pCZMNjw3FDfbaI7lI.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,38984.0,tt1023441,fr,Coco Chanel & Igor Stravinsky,"Paris 1913. Coco Chanel is infatuated with the rich and handsome Boy Capel, but she is also compelled by her work. Igor Stravinsky's The Rite of Spring is about to be performed. The revolutionary dissonances of Igor's work parallel Coco's radical ideas. She wants to democratize women's fashion; he wants to redefine musical taste. Coco attends the scandalous first performance of The Rite in a chic white dress. The music and ballet are criticized as too modern, too foreign. Coco is moved but Igor is inconsolable.",7.671,/9j9fJLkOQ6cd9bZ0S3QkUlZE7bZ.jpg,"[{'id': 78407, 'logo_path': None, 'name': 'Hexagon Pictures', 'origin_country': ''}, {'id': 7627, 'logo_path': None, 'name': 'Eurowide Film Production', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",2009-12-30,5753490.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,Coco Chanel & Igor Stravinsky,False,6.2,57.0,,
503,False,,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,37196.0,tt1129415,en,The Daisy Chain,"A grieving couple move to a remote Irish village in the wake of their baby daughter's death. They soon take in an orphaned autistic girl, only to become involved in a series of strange occurrences.",6.505,/5MXgVuSfeGOHZjRb0cTqXclypXE.jpg,"[{'id': 25487, 'logo_path': None, 'name': 'ContentFilm International', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]",2008-11-09,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Daisy Chain,False,5.5,45.0,,
504,False,/2ygeX2Uh9stTu6weVKaYgryDiF.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,19688.0,tt1032817,en,Middle of Nowhere,"The film follows Grace, a young woman whose irresponsible mother blows her college fund on her younger sister's beauty pageant campaign.",8.245,/4uhy3iCEBnY2SyXDo4lUpuj5j8N.jpg,"[{'id': 52017, 'logo_path': None, 'name': 'Nowhere Films Louisiana Productions', 'origin_country': ''}, {'id': 2266, 'logo_path': '/owzVs2mguyyJ3vIn7EbgowpUPnk.png', 'name': 'Bold Films', 'origin_country': 'US'}, {'id': 5515, 'logo_path': None, 'name': 'Louisiana Media Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-06,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Life Without a Road Map...,Middle of Nowhere,False,5.9,39.0,,
505,False,/vMroqFCumOMWIEHdJfESS5op6DK.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,63414.0,tt1649303,te,డార్లింగ్,Prabhas (Prabhas) has a childhood sweetheart named Nandini (Kajal Agarwal) and they are separated during their childhood. Nandini migrates to Swiss along with her father. Meanwhile Prabhas rejects love proposals from other girls as his heart belongs to Nandini. Prabhas gets a chance to meet Nandini for the first time after the separation during the reunion of their respective parents who have studied together. The rest of the story is all about how Prabhas wins the love of Nandini.,4.738,/pyUPrARdT1y23bjVHSTsrzjfpDm.jpg,"[{'id': 45587, 'logo_path': None, 'name': 'Sri Venkateswara Cine Chitra', 'origin_country': ''}, {'id': 7294, 'logo_path': '/kK4PRgceWp9KNrycD8xx8seWxYU.png', 'name': 'Reliance Entertainment', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2010-04-23,0.0,152.0,"[{'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,,Darling,False,5.2,13.0,,
506,False,/1456pqeYmsxmHthzhPbbmEqV5fV.jpg,,0.0,"[{'id': 10752, 'name': 'War'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.meinfuehrer-derfilm.de/,6172.0,tt0780568,de,Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler,"Hitler no longer believes in himself, and can barely see himself as an equal to even his sheep dog. But to seize the helm of the war he would have to create one of his famous fiery speeches to mobilize the masses. Goebbels therefore brings a Jewish acting teacher Grünbaum and his family from the camps in order to train the leader in rhetoric. Grünbaum is torn, but starts Hitler in his therapy ...",4.896,/kTQMykCLzJ2jtagyXGSqX0ieAKf.jpg,"[{'id': 2036, 'logo_path': None, 'name': 'Y Filme Directors Pool', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2007-01-11,0.0,89.0,"[{'iso_639_1': 'yi', 'name': ''}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,,My Führer,False,5.3,49.0,,
507,False,,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,41409.0,tt1610528,en,Airline Disaster,"When the President learns that domestic terrorists have skyjacked the passenger jet her brother is flying, she must choose between family and the safety of the people in the cities below",5.605,/eTYWgRhzJriB5XtHJVwOVdGwW9f.jpg,"[{'id': 1311, 'logo_path': '/ic2bTizdzRLDVzAvN7MXdUg3WQV.png', 'name': 'The Asylum', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-29,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Terror in the Skies! Horror in the Streets!,Airline Disaster,False,4.5,20.0,,
508,False,/7FQM8ZBcQD50ALbKArE6GGG7agh.jpg,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.bitterfeastthefilm.com/,52817.0,tt1477835,en,Bitter Feast,A celebrity chef exacts revenge on a food blogger who torpedoes his career.,5.555,/qzeZn0t0AtzTNdOHJNE9UbWm2vQ.jpg,"[{'id': 1360, 'logo_path': None, 'name': 'Glass Eye Pix', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-07-08,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bitter Feast,False,5.4,28.0,,
509,False,,,1500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,32845.0,tt1431191,en,Wrong Side of Town,"Ex-Navy Seal Bobby Kalinowski lives a quiet, peaceful life as a landscape architect in an LA suburb with his wife Dawn and 16 year old daughter Brianna. Tonight they are invited out for an evening on the town by new neighbors clay and Elise Freeman to a happening club downtown. Little did they know that this would be the start of a life or death ordeal for the group.",8.117,/kqkL6OH8lCp5w4ggxMraZGOjswd.jpg,"[{'id': 11279, 'logo_path': None, 'name': 'Films In Motion', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-23,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who Wants To Die First?,Wrong Side of Town,False,5.4,33.0,,
510,False,,"{'id': 265865, 'name': 'Space Dogs', 'poster_path': '/ul4RbjlwOqlMT1tLFZtlC1cDXQH.jpg', 'backdrop_path': None}",25000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",,36696.0,tt1272051,ru,Белка и Стрелка. Звёздные собаки,"Belka, the amazing flying dog is unexpectedly hurdled into the streets of Moscow when the rocket she is in malfunctions during one of her circus routines. Fortunately the crash leads her to meet a streetwise dog named Strelka and her irredeemable rat friend Venya. Together with other amusing friends found along the way, the three find themselves in a space program-training center where they get sent away in a rocket, leaving planet Earth...",5.385,/iTjtA3yQQZYIsmMGIN8JOZUj7NJ.jpg,"[{'id': 3145, 'logo_path': None, 'name': 'CN Film', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]",2010-03-18,6500000.0,85.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Space Dogs,False,5.4,25.0,,
511,False,/wwSEfqyDrCfuJOmQsNxo3e2cBK6.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.ceremonyfilm.com/,55246.0,tt1341341,en,Ceremony,"Sam Davis convinces his former best friend to spend a weekend with him to rekindle their friendship at an elegant beachside estate owned by a famous documentary filmmaker. However, it soon becomes clear that Sam is secretly infatuated with his ex, Zoe, who is now the filmmaker’s fiancée, and that his true intention is to thwart their impending nuptials. As Sam’s plan begins to unravel, he is forced to realize how complicated love and friendship can be.",7.581,/7o2JhrMOYmGoZTeghXqYW9sEQzz.jpg,"[{'id': 2088, 'logo_path': '/AoCD5EcqTAuLkxwsKAXYG2VARPP.png', 'name': 'NALA Films', 'origin_country': 'US'}, {'id': 102301, 'logo_path': None, 'name': 'Polymorphic Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-08,22270.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's the love of her life. She just doesn't know it yet.,Ceremony,False,5.0,38.0,,
512,False,/tn9UcOScgAp87PultwVErsQjaRc.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",http://legendarythemovie.com,43922.0,tt1563704,en,Legendary,"A book-smart teenager joins his school's wrestling team as a way to reunite his surviving family members, who split apart after the death of his father, a college wrestling legend, 10 years ago.",6.909,/tu3uIbULL54pRXuvobGwDjy780n.jpg,"[{'id': 9118, 'logo_path': '/9o6KLcDBRw3fNItUflJVwj8dZpC.png', 'name': 'Samuel Goldwyn Films', 'origin_country': 'US'}, {'id': 10339, 'logo_path': '/oiIi36MaWXwvvHWX5eojoE2Fiyv.png', 'name': 'WWE Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-09-09,0.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some Legends are born out of Struggle.,Legendary,False,6.6,65.0,,
513,False,/vPlyuQ7HwAuEVOsiniv5jOPtR2j.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,38166.0,tt1407078,en,The Stranger,"Pro wrestling legend Steve Austin stars as a man with no name, no memory and absolutely nothing left to lose. But when he finds himself hunted by both the FBI and the Russian mob, this amnesiac decides to fight back. Pursuit cannot stop him. Torture will not break him. And with every beating, bullet and betrayal, he’ll remember another piece of the horror that took away his career, his family and his identity. Now the puzzle is nearly complete, and one man is about to take back his past…by ending a whole lot of futures. Erica Cerra (“Eureka”) and Adam Beach (Flags of Our Fathers) star in this explosive action-thriller about collateral damage, stone cold vengeance, and a double-crossed killing machine known only as The Stranger",9.828,/fXg4MXYruDKrssFmfzKlf2TINJb.jpg,"[{'id': 63875, 'logo_path': None, 'name': 'Intruder Films', 'origin_country': ''}, {'id': 7587, 'logo_path': None, 'name': 'NGN Productions', 'origin_country': ''}, {'id': 11045, 'logo_path': None, 'name': 'Nasser Group, North', 'origin_country': ''}, {'id': 11551, 'logo_path': None, 'name': 'Movie Central Network', 'origin_country': ''}, {'id': 808, 'logo_path': '/4L1apH72jCx6Z5qyH7UOJUDlRoF.png', 'name': 'The Movie Network', 'origin_country': 'CA'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2010-06-01,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,His Past Was Taken. His Vengeange Is Fueled.,The Stranger,False,4.8,38.0,,
514,False,,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,59944.0,tt1632544,ja,君に届け,"Sawako Kuronuma, called Sadako by her classmates for her resemblance to the character from Ring, has always been feared and misunderstood because of her appearance. There are rumors that Sawako can see ghosts and curse people. However, despite her appearances, she is a sweet and timid girl who longs to be able to make friends with everyone and be liked by everyone else. When her idol, popular boy Kazehaya, begins talking with her, everything changes. She finds herself in a new world, trying to make friends and talking to different people and she can't thank Kazehaya enough for giving her these opportunities. Slowly, but surely, a sweet love is blossoming between the two as they will overtake any circumstance or clear obstacles in their way.",6.391,/ttyBsRKi5yJdSoepIPciDmqwYXn.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2010-09-25,0.0,128.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,From Me to You,False,6.6,51.0,,
515,False,,"{'id': 120169, 'name': 'The Crocodiles Collection', 'poster_path': '/8rMZlN4vDTaCFAZnFHrIqhQugeC.jpg', 'backdrop_path': '/z34cTPfpLdQ1xjAg8Lz5glboG54.jpg'}",0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,36085.0,tt1473352,de,Vorstadtkrokodile 2,"New summer adventure of the Crocodiles, who set up their detective skills to find out who is behind the accidents of the factory where Ollie and Mary's parents work , which could mean the closure of the plant, the move of the family and the dissolution of the gang.",9.554,/25eaQyZ5vMRUYV3Q6MHfpFt7gKu.jpg,"[{'id': 5755, 'logo_path': '/53JWq1rzbAXzbh1rnFo3XdqsAUh.png', 'name': 'Constantin Film', 'origin_country': 'DE'}, {'id': 5754, 'logo_path': None, 'name': 'Rat Pack Filmproduktion', 'origin_country': 'DE'}, {'id': 46223, 'logo_path': None, 'name': 'Westside Filmproduktion GmbH', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2010-01-21,5050298.0,90.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Crocodiles Strike Back,False,6.4,40.0,,
516,False,/eegkiTlXS47rMecPfkQOPllEm7y.jpg,,4400000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,40777.0,tt1667838,hi,I Hate Luv Storys,"Simran loves love stories, with her ideal job and perfect boyfriend, she lives a blissful and dreamy life. However, things are rudely interrupted by Jay's cynicism on sentimentality.",5.012,/fNw2XEa4jKxQ5AURNU9JfgkeuUG.jpg,"[{'id': 19146, 'logo_path': '/5Ff25ornzVNhm5skuAvMAR556NB.png', 'name': 'Dharma Productions', 'origin_country': 'IN'}, {'id': 2320, 'logo_path': '/nSAXfUCy16cNRiPlBMHeb700t9p.png', 'name': 'UTV Motion Pictures', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2010-06-30,12000000.0,129.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,I Hate Luv Storys,False,6.0,57.0,,
517,False,,,2000000.0,[],http://www.nasharussia-kino.ru/,31059.0,tt1569465,ru,Наша Russia: Яйца судьбы,"Rafshan and Dzhumzhud, migrant workers from Nubarashen, illegally come to Moscow, where the team leader Leonid received an order for super-expensive repairs from one oligarch. Having lost in the capital the “nationalist”, Rafshan and Dzhumzhud are trying to find and save him, wreaking havoc and destruction everywhere. But in the most hopeless situation, fate turns to guest workers - Rafshan and Dzhumzhud learn a terrible secret that will change everything ...",3.988,/yVzKZwVAYfz9ls1XtTdAm6cRFoQ.jpg,"[{'id': 32379, 'logo_path': '/nagNIYAu5DwvH2n4fuBmBp5cMZx.png', 'name': 'Comedy Club Production', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2010-01-21,22212223.0,85.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Our Russia. Eggs of Destiny,False,4.7,31.0,,
518,False,,,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",http://www.hottarake.jp/index.html,39544.0,tt1468322,ja,ホッタラケの島 遥と魔法の鏡,"Your favourite teddy bear. That model kit that took so long to complete. The picture book you used to read over and over again. The shining stone you found that day in the park. Where do all your childhood's treasures go when you grow up? In this story, we meet fantastic creatures that gather all these little objects that fall into oblivion as they are forgotten by their owners when they step into adulthood. These creatures sneak into our world from a different dimension, and unseen by humans, they take all the ditched and forgotten ""treasures"" into their world. Here, they use their booty to build their own city, a fairy tale-like place called... Oblivion Island!",7.219,/fDY0p5Pf52ePIfzRjoeNME5MKPO.jpg,"[{'id': 529, 'logo_path': '/rwB6w2aPENQbx756pBWSw44Ouk.png', 'name': 'Production I.G', 'origin_country': 'JP'}, {'id': 3341, 'logo_path': '/dTG5dXE1kU2mpmL9BNnraffckLU.png', 'name': 'Fuji Television Network', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2009-08-22,0.0,98.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Oblivion Island: Haruka and the Magic Mirror,False,6.7,22.0,,
519,False,/pLBc07TfhBlY2j7f5PcsBdn2DXD.jpg,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]",,38180.0,tt1601188,en,DC Showcase: The Spectre,"As Detective Jim Corrigan investigates a murder, The Spectre delivers horrific justice to the perpetrators.",7.596,/7OHgySg45yFQNND9Ta6G3DoZ2VJ.jpg,"[{'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}, {'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}, {'id': 8410, 'logo_path': None, 'name': 'Moi Animation', 'origin_country': ''}, {'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-23,0.0,12.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,DC Showcase: The Spectre,False,6.6,65.0,,
520,False,/c81NZV1yITiqV5nsbZXb0zRycxG.jpg,,0.0,"[{'id': 99, 'name': 'Documentary'}]",http://www.peoplevsgeorge.com,75311.0,tt1325014,en,The People vs. George Lucas,"The passion the original Star Wars trilogy inspires in its fans is unparalleled; but when it comes to George Lucas himself, many have found their ardor has cooled into a complicated love-hate relationship. This hilarious, heartfelt documentary delves deep into Lucas’s cultural legacy, asking all the tough questions. Has Lucas betrayed his masterwork? Should he just have left the original trilogy alone? Is The Phantom Menace so bad it should carry a health warning? Utilizing interviews taken from over 600 hours of footage, and peppered with extraordinary Star Wars and Indiana Jones recreations lovingly immortalized in song, needlepoint, Lego, claymation, puppets and paper-mâché, above all this film asks the question: who truly owns that galaxy far, far away—the man who created it, or the fans who worship it?",9.167,/4vv7roShhYsFSp8xoCtzJYk8zD0.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-14,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They gave him their love, their money and their online parodies. He gave them... the prequels.",The People vs. George Lucas,False,6.3,66.0,,
521,False,/2o6qUFHz3apoOSd864byi6lToZO.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,76706.0,tt1663628,en,Christmas Mail,"In this holiday romantic comedy, a mysterious woman who works at the post office answering Santa's mail captures the heart of a disillusioned postal carrier",5.726,/cVreywqXObn14ST0Xtalj7BKx3p.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-12-04,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Christmas Mail,False,5.5,35.0,,
