,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,status_code,status_message
922,False,/o1bscy3EhroyPnjXihsFjCEaGfb.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,66084.0,tt2628798,ru,Не надо печалиться,The adventures of the people living in a small village on a border between Russia and Belarus.,1.696,/uhudgYjmSrCvepUVlM8i0XfkcPc.jpg,"[{'id': 21706, 'logo_path': None, 'name': 'FokusFilm', 'origin_country': ''}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2010-03-16,0.0,91.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,No Need to Grieve,False,5.3,5.0,,
923,False,,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",http://www.supremechampionmovie.com,33866.0,tt1283546,en,Supreme Champion,"SUPREME CHAMPION is a fun, sexy, stylized and fast paced fight action thriller about honor and courage featuring eight world class mixed martial arts champions.",1.696,/dVw8hymkCjL4a8XuEpcuRtvsmqf.jpg,[],[],2010-07-01,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She was in trouble and only he could save her,Supreme Champion,False,3.1,5.0,,
924,False,,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",,57051.0,tt1827362,en,Assassin's Creed: Ascendance,"We follow Ezio Auditore, a legendary Master Assassin, in his enduring struggle to remove the treacherous Borgia family from their papal throne.",3.119,/t7zu4IM7TDJMHriC7zFJaSwdLbM.jpg,[],[],2010-11-16,0.0,8.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rome's corruption will end.,Assassin's Creed: Ascendance,False,5.6,15.0,,
925,False,,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,36604.0,tt0479204,en,Perfect Life,About college students that experience horrifying visions from the past while undergoing a fraternity initiation.,3.818,/eVoJUUpk2w2bZRA2eCDrUYKmyxZ.jpg,[],"[{'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-04-27,0.0,98.0,[],Released,A sex and drugs fuelled rollercoaster ride...,Perfect Life,False,4.3,5.0,,
926,False,/rja17EIFzJAoLBk0f1IUEgThlHD.jpg,"{'id': 147765, 'name': 'The Dog Who Saved Christmas Collection', 'poster_path': '/xpwDgLgkNGp9cpzeEHXYSxoj7X3.jpg', 'backdrop_path': None}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://abcfamily.go.com/movies/dog-who-saved-christmas-vacation,52268.0,tt1691012,en,The Dog Who Saved Christmas Vacation,"The Bannister family including former K-9 police hero Zeus (voiced by Mario López) is back, and this time they're spending their holidays at a beautiful Rocky Mountain resort. But toss in an unexpected visit from cocky Uncle Randy (Casper Van Dien of 'Watch Over Me' and 'The Curse of King Tut's Tomb') and his foxy poodle Bella (voiced by Paris Hilton) and a familiar pair of bumbling jewel thieves (led by Dean Cain of 'Lois &amp; Clark: The New Adventure of Superman' and 'The Dog Who Saved Christmas') and this holiday may be headed downhill fast! Can Zeus solve the crime, save Bella and hit the slopes, all in time for Christmas Day? Gary Valentine ('King of Queens') and Elisa Donovan ('Sabrina the Teenage Witch' and 'Clueless') co-star in the all-new four-legged family adventure!",3.899,/yYsyMBcS4KXO2l2sQhsJp7tcDRH.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-12-07,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Dog Who Saved Christmas Vacation,False,4.2,12.0,,
927,False,,,3500000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",,50023.0,tt1501652,en,Dead Awake,"Dylan, a young man working at a funeral parlor, is trying to unravel a mystery that shattered his life ten years earlier. After faking his own funeral to see who will show up, he befriends a mysterious street junkie and is reunited with an old love from his past. The lives of these three characters are transformed by supernatural forces as Dylan discovers that no one is who they seem to be.",4.679,/w6bwGkV6Dc2kqwlsceNJbUoOvni.jpg,"[{'id': 3782, 'logo_path': None, 'name': 'Tax Credit Finance', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-12-03,0.0,92.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Dead Awake,False,4.6,21.0,,
928,False,/srphbMrC5JJ1KCBz3Z0zvCoAT1I.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",,44249.0,tt1641638,cn,葉問前傳,"The remarkable true story of the early life of Ip Man, the formidable kung fu genius who would become Bruce Lee's mentor; beginning at the start of his journey from his initial training through to the ultimate battle to become supreme master of the art of Wing Chun.",2.832,/8tiNXE61XmEyXsPyRBs0XQAngoN.jpg,"[{'id': 7885, 'logo_path': None, 'name': 'Mei Ah Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",2010-06-24,2708867.0,100.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,,The Legend Is Born: Ip Man,False,6.8,422.0,,
929,False,/iWpsVDT36YxGxxf23DUEwiHSBe0.jpg,,10000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,47655.0,tt1244093,hi,Hisss,Based on the Far Eastern myth of the snake woman who is able to take on human form.,4.049,/iSCkImhJUgyagR7FxXxasXnNsDv.jpg,"[{'id': 102464, 'logo_path': None, 'name': 'Split Image Pictures', 'origin_country': ''}, {'id': 3939, 'logo_path': None, 'name': 'Venus Records & Tapes', 'origin_country': ''}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-22,0.0,98.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,She's sexy... venomous... and she'll swallow you whole...,Hisss,False,3.9,24.0,,
930,False,,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",,71184.0,tt1547035,en,When Love Is Not Enough: The Lois Wilson Story,"Based on the true story of the enduring but troubled love between Lois Wilson, co-founder of Al-Anon, and her alcoholic husband Bill Wilson, co-founder of Alcoholics Anonymous.",6.901,/jlBlWguLtgywmi4FTpkrRQPyLIW.jpg,"[{'id': 9027, 'logo_path': '/eGT7RxXHIyhByHpZmv4WxBwoWAl.png', 'name': 'Hallmark Hall of Fame Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-04-25,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The epic story of devotion, recovery and hope",When Love Is Not Enough: The Lois Wilson Story,False,5.1,7.0,,
931,False,/1hXFyVjSxnQwYSc46p6RNC11T6l.jpg,,0.0,"[{'id': 99, 'name': 'Documentary'}]",http://metanoia-films.org/psywar.php,59406.0,tt1900958,en,PsyWar: The real battlefield is your mind,"This film explores the evolution of propaganda and public relations in the United States, with an emphasis on the elitist theory of democracy and the relationship between war, propaganda and class. Includes original interviews with a number of dissident scholars including Noam Chomsky, Howard Zinn, Michael Parenti, Peter Phillips (Project Censored), John Stauber (PR Watch), Christopher Simpson (The Science of Coercion) and others. A deep, richly illustrated study of the nature and history of propaganda, featuring some of the world’s most insightful critics, Psywar exposes the propaganda system, providing crucial background and insight into the control of information and thought.",4.07,/8i17ydGTzay0PbbRkT9ipLkah1N.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-08,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Lucid and insightful study of the manipulation of public consciousness...Take heed.,PsyWar: The real battlefield is your mind,False,6.9,7.0,,
932,False,/mXMSxjMZhO99sAEQQIV3joQCPAy.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",,64832.0,tt1453403,en,Shadows & Lies,"The story of William Vincent as he recounts the eccentric and curious path that has brought him, at mortal risk, to New York City, after four years in exile, to rescue a woman he scarcely knows, Ann, from the vague crime syndicate that first brought them together.",3.516,/d1u7IdoF7H1giuqjsmxqqXzmNHD.jpg,[],[],2010-04-25,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Shadows & Lies,False,4.2,10.0,,
933,False,,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,42554.0,tt1480649,en,Accused at 17,A teenager is accused of murdering a classmate and claims that she was framed by her best friend. Her mother must try to find the truth.,3.903,/mBs0WdXB1QZRjzEJtZS2D76CtQw.jpg,"[{'id': 3431, 'logo_path': '/6LVLYfZAEQfhJey0MGvhFXdDEK1.png', 'name': 'Lifetime', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2009-12-05,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Accused at 17,False,6.2,14.0,,
934,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,49057.0,tt1264115,en,The Trial,"After the horrific death of his wife and two sons, suicide seems to be the only escape for small town attorney Kent ""Mac"" McClain... until he's assigned a capital punishment case that begins to transform his life and those around him forever.",4.562,/mHlbv4W5d4GQkAbwvZxH9vp4FIT.jpg,"[{'id': 45210, 'logo_path': None, 'name': 'Whitlow Films', 'origin_country': 'US'}, {'id': 3880, 'logo_path': '/vj16A6uc6FSsU5kBLvuTuhMDcXL.png', 'name': 'Level Path Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-09-10,0.0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Trial,False,5.0,15.0,,
935,False,,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,64861.0,tt1101048,en,Thirst,"After wrecking their car in the middle of the desert, two couples find themselves stranded with few supplies. When the heat intensifies and their precious water supply dwindles, the frantic friends begin betraying each other in the hopes of survival. Their civility rapidly deteriorates as they begin to experience overwhelming fear and desperation in this tense drama starring Lacey Chabert, Tygh Runyan, Brandon Quinn and Mercedes McNab.",4.573,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-22,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Open Water in the desert.,Thirst,False,5.3,5.0,,
936,False,/mSyQfwAa8O2d1omVMykdgKK4PTs.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,46504.0,tt1337193,en,Guy and Madeline on a Park Bench,"After connecting with the shy Madeline, a jazz trumpeter embarks on a quest for a more gregarious paramour, but through a series of twists and turns punctuated by an original score, the two lovers seem destined to be together.",6.527,/pNz6UDQLQHyTSaG4kfm3ekLZcqo.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-28,0.0,82.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Guy and Madeline on a Park Bench,False,5.4,30.0,,
937,False,,,0.0,"[{'id': 27, 'name': 'Horror'}]",http://www.theschoolinthewoods.com,369763.0,tt1764691,en,The School in the Woods,"In the fall of 2009, a group of college students ventured into the backwoods of Louisiana to find an abandoned school. A place with a history of violent deaths going back seventy years or more, before the school was even built. For a class project, they filmed the school to find evidence of the paranormal. To hunt for ghosts. They found what they were looking for. And now the school in the woods is going to teach them a lesson in fear.",2.351,,[],[],2010-10-06,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The School in the Woods,False,3.7,3.0,,
938,False,,"{'id': 294918, 'name': 'Paranormal Investigations Collection', 'poster_path': '/fM6bmaLcQvRu6AWsqAtZv47I9af.jpg', 'backdrop_path': None}",500.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",,57313.0,tt1667418,en,8213: Gacy House,"A group of paranormal investigators enter the abandoned home of paedophile and serial killer John Gacy, hoping to find evidence of paranormal activity. Upon entering the house they set-up cameras throughout the abandoned house while going room to room with hand-held cameras, performing séance's and asking for John Gacy to come forward. As the evening progresses it seems the investigators are not prepared for the horror still within the house.",5.605,/cyXzvGMAMJzQqCp13oRt3BG1vYx.jpg,"[{'id': 1311, 'logo_path': '/ic2bTizdzRLDVzAvN7MXdUg3WQV.png', 'name': 'The Asylum', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-09-28,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In 2004, a film crew set out to find the ghost of John Wayne Gacy. They did.",8213: Gacy House,False,3.2,34.0,,
939,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,296193.0,tt1694505,en,Comedy Central Roast of David Hasselhoff,"Time to hassle the Hoff at the rudest, raunchiest television event of the year--The Comedy Central Roast of David Hasselhoff. From running in slo-mo on the beach to inspiring Germany with the power of cheesy pop--it's almost too easy.",5.904,/sX66iM4rds1pkLBbNYOVWSTcMZR.jpg,"[{'id': 1538, 'logo_path': '/3q7NjXSLVUPQ24CG3zrBPK7GQqH.png', 'name': 'Comedy Central', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-08-15,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Comedy Central Roast of David Hasselhoff,False,6.9,25.0,,
940,False,,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",http://www.inmysleep.com,40048.0,tt0326965,en,In My Sleep,"Marcus (Philip WInchester) wakes up in the middle of a cemetery half naked and has no idea how he got there. Urgent questions pound inside his head. ""Where was I last night? Who was I with?"" Marcus suffers from parasomnia, a rare sleep disorder which causes him to do things in his sleep which he cannot remember the next day. His situation takes a horrifying turn when Marcus wakes up covered in blood with a knife at his side. Then, the wife of his best friend is found stabbed to death. Marcus is terrified to put together the pieces - could he have murdered her in his sleep to hide a dark secret between them? Mysterious phone calls make Marcus believe someone is watching him. He investigates his own nocturnal activities, desperate to figure out what happens after he goes to sleep at night. His journey to discover the truth ends in a shocking discovery.",8.299,/nSxTj76cWNhlGobRY8kCIsrkgnV.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-04-23,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sleepwalking Can Be Deadly,In My Sleep,False,5.4,22.0,,
941,False,,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,72946.0,tt1624426,en,I Will Follow,"Chronicles a day in the life of a grieving woman, and the twelve visitors who help her move forward.",3.504,/cW7Jbc6iRsAXij5pHLaJm59yj9o.jpg,"[{'id': 82852, 'logo_path': None, 'name': 'Kandoo Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-09-18,0.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,I Will Follow,False,5.6,11.0,,
942,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,53988.0,tt1483778,fr,La reine des pommes,"In this musical take on everyday life, Adele is devastated after a painful breakup. Her distant cousin, Rachel, finds her a job and suggests that Adele sleep with other men to get over her heartbreak. The search begins, but Adele can’t escape the visage of her former lover….",2.592,/5w9FrkgS20YsEhZGEmoUZPPEkoQ.jpg,"[{'id': 10005, 'logo_path': None, 'name': 'Balthazar Productions', 'origin_country': ''}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2009-01-24,0.0,84.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Queen of Hearts,False,5.7,14.0,,
943,False,/ZV2yczD1y8Ls4lFFD4x3oV0VOR.jpg,,0.0,"[{'id': 27, 'name': 'Horror'}]",,108774.0,tt1307972,en,Machete Joe,"A group of out-of-work actors decide to take their careers into their own hands by shooting a low-budget horror film, about an urban myth. With only 15 days to shoot their unfinished script, at a remote castle in the desert, getting through the first night becomes a nightmare. As their egos begin to surface so do the dead bodies.",2.653,/r5wBGSMXZ5YPjM2sIWvElYXCKD.jpg,[],[],2010-01-29,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fear the blade.,Machete Joe,False,1.5,2.0,,
944,False,/5YEgo8KhD5ylZ19tYMjo3Fei603.jpg,,0.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://www.hbo.com/movies/the-special-relationship/index.html,45371.0,tt1117646,en,The Special Relationship,"A dramatisation that follows Tony Blair's journey from political understudy waiting in the wings of the world arena to accomplished prime minister standing confidently in the spotlight of centre stage. It is a story about relationships, between two powerful men (Blair and Bill Clinton), two powerful couples, and husbands and wives.",5.435,/5uCugkXyZ42VnAQnyttYZ8msp0L.jpg,"[{'id': 288, 'logo_path': '/wdmwQuV4R1MIr8A78izZkC184uC.png', 'name': 'BBC Films', 'origin_country': 'GB'}, {'id': 7429, 'logo_path': '/6in9uMqxXEHx5XgYgkeRBpZ4rPw.png', 'name': 'HBO Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-05-29,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Never underestimate the politics of friendship,The Special Relationship,False,6.4,37.0,,
945,False,,,0.0,"[{'id': 18, 'name': 'Drama'}]",http://amarinestorymovie.com/,46564.0,tt1447479,en,A Marine Story,"Marine officer Alexandra is tough enough to kick any guy's ass in a bar fight, but there's one opponent she can't beat: military policy. When she returns to her conservative hometown from Iraq with a mysterious personal life, she finds herself charged with preparing a tempestuous teenage girl to boot camp.",5.127,/pntBMDfGgPgIEeNBhT3JR7E3h5s.jpg,[],[],2010-11-05,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every fight is personal,A Marine Story,False,6.3,29.0,,
946,False,/7IhRGeVHTSAQmagWd8TUI1SEj6h.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,47383.0,tt1529252,es,El hombre de al lado,"When two neighbours clash, their argument becomes less about proposed building alterations and more about the wider battle between class and social status. The hugely impressive building in question is the only example of a Le Corbusier residential home in all of Latin America, adding to the poignancy of their argument. Winner of six Argentinean Academy Awards in 2010, including Best Film.",2.368,/wMx6TUb9pltfRkj3YboYLxUL2Hp.jpg,"[{'id': 10188, 'logo_path': None, 'name': 'Aleph', 'origin_country': 'AR'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",2009-11-10,0.0,110.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Man Next Door,False,6.5,31.0,,
947,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,61527.0,tt1394211,en,Helena from the Wedding,"Newlyweds Alex and Alice host a New Year's Eve party for their closest friends at a remote cabin in the mountains. However, when an unexpected guest shows up, the group's facades begin to crumble.",2.834,/48vApZYc49WqbUzqg1Q7qiAu62z.jpg,"[{'id': 6847, 'logo_path': None, 'name': 'Beech Hill Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-11-12,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Helena from the Wedding,False,5.0,3.0,,
948,False,,,0.0,"[{'id': 53, 'name': 'Thriller'}]",,69929.0,tt1217059,en,One in the Gun,"A sexy brain teaser of a thriller with nods to classic film noir of the past mixed with a post-modern flair of David Lynch-style surrealism and surprises. When Mickey Lewis, a homeless struggling artist crosses paths with Katrina, the beautiful rich wife of Arthur Webb and is enlisted to paint their home, deadly passions ignite. Soon hidden agendas, dangerous seductions, double and triple-crosses spiral Mickey's life out of control leading to a motel in the middle of nowhere filled with strange people and twisted secrets that all hold the key to the mystery of Mickey's past, present, and future. All it takes is - ONE IN THE GUN.",1.26,,[],[],2010-01-01,0.0,89.0,[],Released,One of us is gonna' get lucky.,One in the Gun,False,3.5,2.0,,
949,False,,,0.0,"[{'id': 99, 'name': 'Documentary'}]",http://30for30.espn.com/film/marion-jones-press-pause.html,54688.0,tt1493939,en,Marion Jones: Press Pause,"Few athletes in Olympic history have reached such heights and depths as Marion Jones. After starring at the University of North Carolina and winning gold at the 1997 and '99 World Track and Field Championships, her rise to the top culminated at the 2000 Summer Games in Sydney, Australia. There, she captivated the world with her beauty, style and athletic dominance, sprinting and jumping to three gold medals and two bronze. Eventually, though, her accomplishments and her reputation would be tarnished. For years, Jones denied the increasing speculation that she used performance-enhancing drugs. But in October 2007, she finally admitted what so many had long suspected -- that she had indeed used steroids. Jones was sentenced to six months in prison for lying to federal investigators and soon saw her Olympic achievements disqualified. Now a free woman, Jones is running in a new direction in life and taking time to reflect.",2.724,/dfLGz3qkcpsoCLMlam2Nxm3CH6Z.jpg,[],[],2010-11-02,0.0,53.0,[],Released,Decisions are sprints. Redemption is a marathon.,Marion Jones: Press Pause,False,4.4,7.0,,
950,False,,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,34585.0,tt1426325,en,Unrivaled,"On these streets everyone is fighting for a way out, but after a lifetime of hard knocks, a down-on-his-luck cage fighter gets the opportunity of a lifetime when he is chosen to compete against the MMA world champion during a massive competition. The stakes are high and the reward great...but should he lose, it will cost him his life.",4.224,/inRAHI1jiXjgNRB6MU187OTdEkI.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2010-03-16,0.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Unrivaled,False,3.0,8.0,,
951,False,/x6a1UXpERcgcxfG470QkDPhzq6d.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",http://puttyhillmovie.com/,55893.0,tt1530975,en,Putty Hill,"Friends and family of Cory, a young man who has died of an overdose, gather at a Baltimore-area karaoke bar for his wake and compare stories about him. Gradually, as it becomes clear that there are many holes in their recollections about Cory, they fill in the blanks by talking about things that reveal aspects of their own lives. Among those mourning him and searching for meaning are his cousin Jenny, his sister Zoe and his brother James.",4.006,/67xCMYeAps6JYPeZYqQ0MDABAGD.jpg,"[{'id': 65602, 'logo_path': None, 'name': 'The Hamilton Film Group', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-18,48132.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Putty Hill,False,6.0,10.0,,
952,False,,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,63907.0,tt1233576,en,Reykjavík Rotterdam,"A former sailor who has served prison sentences for alcohol smuggling fights to keep his family afloat. He is offered pay for a last tour of cargo between Reykjavik and Rotterdam. He agrees, in the hope to get out of debt, but unexpected events occur.",4.477,/zDohZKlkQSJk6sNWI4CqFmgLVzf.jpg,[],"[{'iso_3166_1': 'IS', 'name': 'Iceland'}]",2008-09-30,0.0,88.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'is', 'name': 'Íslenska'}]",Released,,Reykjavik-Rotterdam,False,6.1,30.0,,
953,False,/9NIKoKYicuohkZnxKmATXoSkvlN.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,70761.0,tt1529240,en,Brownian Movement,A psychiatrist's adulterous past continues to haunt her and her husband after they move to India.,3.76,/kT3eJszF1FJBxdMy65aRMfUvhcO.jpg,"[{'id': 31136, 'logo_path': None, 'name': 'Serendipity Films', 'origin_country': 'BE'}, {'id': 31137, 'logo_path': '/rHzcJcRfaNemvKKGNTcx0h4VHwS.png', 'name': 'Circe Films', 'origin_country': 'NL'}, {'id': 31138, 'logo_path': None, 'name': 'Coin Film', 'origin_country': ''}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2010-03-24,0.0,97.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Brownian Movement,False,5.4,20.0,,
954,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",,49588.0,tt1617207,pl,Trick,"Kidnappers demand six million in ransom, but the United Nations does not negotiate with terrorist. One of the best counterfeiters is serving a lengthy prison term and the agent who arrested him needs his help.",2.679,/xjRdgpIK6yfMY69y6xco3cC5RIP.jpg,"[{'id': 20771, 'logo_path': None, 'name': 'Kino Swiat', 'origin_country': ''}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",2010-02-12,0.0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,Trick,False,5.2,11.0,,
955,False,,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",,40655.0,tt1404830,en,The Bannen Way,"The Bannen Way is a slick, sexy, action-packed show about Neal Bannen, a charming con-man with a police chief for a father, a mob boss for an uncle and a weakness for beautiful women, who wants to turn his life around and leave the criminal lifestyle forever.",4.021,/osInX2zkprNlis5qNe88Z1JJ6XD.jpg,"[{'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-01-06,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Bannen Way,False,5.0,16.0,,
956,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,30124.0,tt1056441,en,Tru Loved,"Recently relocated from San Francisco to conservative suburbia by her lesbian mothers, Tru struggles like all teens to fit in and find love, but her quest is complicated by sexual politics, closed minds, and closeted friends as she seeks to establish her school's first Gay-Straight Alliance.",4.462,,"[{'id': 5020, 'logo_path': None, 'name': 'BrownBag Productions (II)', 'origin_country': 'IE'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-02-27,0.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Tru Loved,False,5.0,15.0,,
